date,actual,predicted,train_flag,covariate_set,target,scenario
2019-03-12,6353.77392578125,,1,Inflation,ihsg,Medium-Term Pace
2019-03-13,6377.5751953125,,1,Inflation,ihsg,Medium-Term Pace
2019-03-14,6413.26611328125,,1,Inflation,ihsg,Medium-Term Pace
2019-03-15,6461.18310546875,,1,Inflation,ihsg,Medium-Term Pace
2019-03-18,6509.44677734375,,1,Inflation,ihsg,Medium-Term Pace
2019-03-19,6480.27587890625,,1,Inflation,ihsg,Medium-Term Pace
2019-03-20,6482.7099609375,,1,Inflation,ihsg,Medium-Term Pace
2019-03-21,6501.77587890625,,1,Inflation,ihsg,Medium-Term Pace
2019-03-22,6525.27392578125,,1,Inflation,ihsg,Medium-Term Pace
2019-03-25,6411.2509765625,,1,Inflation,ihsg,Medium-Term Pace
2019-03-26,6469.9990234375,,1,Inflation,ihsg,Medium-Term Pace
2019-03-27,6444.73779296875,,1,Inflation,ihsg,Medium-Term Pace
2019-03-28,6480.7880859375,,1,Inflation,ihsg,Medium-Term Pace
2019-03-29,6468.7548828125,,1,Inflation,ihsg,Medium-Term Pace
2019-04-01,6452.61083984375,,1,Inflation,ihsg,Medium-Term Pace
2019-04-02,6476.06591796875,,1,Inflation,ihsg,Medium-Term Pace
2019-04-03,6476.06591796875,,1,Inflation,ihsg,Medium-Term Pace
2019-04-04,6494.6298828125,,1,Inflation,ihsg,Medium-Term Pace
2019-04-05,6474.01806640625,,1,Inflation,ihsg,Medium-Term Pace
2019-04-08,6425.73388671875,,1,Inflation,ihsg,Medium-Term Pace
2019-04-09,6484.34814453125,,1,Inflation,ihsg,Medium-Term Pace
2019-04-10,6478.326171875,,1,Inflation,ihsg,Medium-Term Pace
2019-04-11,6410.166015625,,1,Inflation,ihsg,Medium-Term Pace
2019-04-12,6405.8662109375,,1,Inflation,ihsg,Medium-Term Pace
2019-04-15,6435.15087890625,,1,Inflation,ihsg,Medium-Term Pace
2019-04-16,6481.541015625,,1,Inflation,ihsg,Medium-Term Pace
2019-04-17,6481.541015625,,1,Inflation,ihsg,Medium-Term Pace
2019-04-18,6507.22119140625,,1,Inflation,ihsg,Medium-Term Pace
2019-04-19,6507.22119140625,,1,Inflation,ihsg,Medium-Term Pace
2019-04-22,6414.7431640625,,1,Inflation,ihsg,Medium-Term Pace
2019-04-23,6462.82177734375,,1,Inflation,ihsg,Medium-Term Pace
2019-04-24,6447.884765625,,1,Inflation,ihsg,Medium-Term Pace
2019-04-25,6372.787109375,,1,Inflation,ihsg,Medium-Term Pace
2019-04-26,6401.080078125,,1,Inflation,ihsg,Medium-Term Pace
2019-04-29,6425.89501953125,,1,Inflation,ihsg,Medium-Term Pace
2019-04-30,6455.35205078125,,1,Inflation,ihsg,Medium-Term Pace
2019-05-01,6455.35205078125,,1,Inflation,ihsg,Medium-Term Pace
2019-05-02,6374.421875,,1,Inflation,ihsg,Medium-Term Pace
2019-05-03,6319.458984375,,1,Inflation,ihsg,Medium-Term Pace
2019-05-06,6256.35205078125,,1,Inflation,ihsg,Medium-Term Pace
2019-05-07,6297.31787109375,,1,Inflation,ihsg,Medium-Term Pace
2019-05-08,6270.2021484375,,1,Inflation,ihsg,Medium-Term Pace
2019-05-09,6198.80419921875,,1,Inflation,ihsg,Medium-Term Pace
2019-05-10,6209.1181640625,,1,Inflation,ihsg,Medium-Term Pace
2019-05-13,6135.39599609375,,1,Inflation,ihsg,Medium-Term Pace
2019-05-14,6071.2021484375,,1,Inflation,ihsg,Medium-Term Pace
2019-05-15,5980.884765625,,1,Inflation,ihsg,Medium-Term Pace
2019-05-16,5895.73779296875,,1,Inflation,ihsg,Medium-Term Pace
2019-05-17,5826.8681640625,,1,Inflation,ihsg,Medium-Term Pace
2019-05-20,5907.12109375,,1,Inflation,ihsg,Medium-Term Pace
2019-05-21,5951.3720703125,,1,Inflation,ihsg,Medium-Term Pace
2019-05-22,5939.63623046875,,1,Inflation,ihsg,Medium-Term Pace
2019-05-23,6032.69580078125,,1,Inflation,ihsg,Medium-Term Pace
2019-05-24,6057.35302734375,,1,Inflation,ihsg,Medium-Term Pace
2019-05-27,6098.97412109375,,1,Inflation,ihsg,Medium-Term Pace
2019-05-28,6033.14208984375,,1,Inflation,ihsg,Medium-Term Pace
2019-05-29,6104.10595703125,,1,Inflation,ihsg,Medium-Term Pace
2019-05-30,6104.10595703125,,1,Inflation,ihsg,Medium-Term Pace
2019-05-31,6209.1171875,,1,Inflation,ihsg,Medium-Term Pace
2019-06-03,6209.1171875,,1,Inflation,ihsg,Medium-Term Pace
2019-06-04,6209.1171875,,1,Inflation,ihsg,Medium-Term Pace
2019-06-05,6209.1171875,,1,Inflation,ihsg,Medium-Term Pace
2019-06-06,6209.1171875,,1,Inflation,ihsg,Medium-Term Pace
2019-06-07,6209.1171875,,1,Inflation,ihsg,Medium-Term Pace
2019-06-10,6289.60986328125,,1,Inflation,ihsg,Medium-Term Pace
2019-06-11,6305.9921875,,1,Inflation,ihsg,Medium-Term Pace
2019-06-12,6276.1767578125,,1,Inflation,ihsg,Medium-Term Pace
2019-06-13,6273.08203125,,1,Inflation,ihsg,Medium-Term Pace
2019-06-14,6250.26513671875,,1,Inflation,ihsg,Medium-Term Pace
2019-06-17,6190.52490234375,,1,Inflation,ihsg,Medium-Term Pace
2019-06-18,6257.330078125,,1,Inflation,ihsg,Medium-Term Pace
2019-06-19,6339.26220703125,,1,Inflation,ihsg,Medium-Term Pace
2019-06-20,6335.6982421875,,1,Inflation,ihsg,Medium-Term Pace
2019-06-21,6315.43603515625,,1,Inflation,ihsg,Medium-Term Pace
2019-06-24,6288.46484375,,1,Inflation,ihsg,Medium-Term Pace
2019-06-25,6320.44482421875,,1,Inflation,ihsg,Medium-Term Pace
2019-06-26,6310.48876953125,,1,Inflation,ihsg,Medium-Term Pace
2019-06-27,6352.7099609375,,1,Inflation,ihsg,Medium-Term Pace
2019-06-28,6358.62890625,,1,Inflation,ihsg,Medium-Term Pace
2019-07-01,6379.68798828125,,1,Inflation,ihsg,Medium-Term Pace
2019-07-02,6384.89794921875,,1,Inflation,ihsg,Medium-Term Pace
2019-07-03,6362.6220703125,,1,Inflation,ihsg,Medium-Term Pace
2019-07-04,6375.966796875,,1,Inflation,ihsg,Medium-Term Pace
2019-07-05,6373.47705078125,,1,Inflation,ihsg,Medium-Term Pace
2019-07-08,6351.8271484375,,1,Inflation,ihsg,Medium-Term Pace
2019-07-09,6388.3232421875,,1,Inflation,ihsg,Medium-Term Pace
2019-07-10,6410.68310546875,,1,Inflation,ihsg,Medium-Term Pace
2019-07-11,6417.06591796875,,1,Inflation,ihsg,Medium-Term Pace
2019-07-12,6373.34521484375,,1,Inflation,ihsg,Medium-Term Pace
2019-07-15,6418.23388671875,,1,Inflation,ihsg,Medium-Term Pace
2019-07-16,6401.8798828125,,1,Inflation,ihsg,Medium-Term Pace
2019-07-17,6394.60888671875,,1,Inflation,ihsg,Medium-Term Pace
2019-07-18,6403.2939453125,,1,Inflation,ihsg,Medium-Term Pace
2019-07-19,6456.5390625,,1,Inflation,ihsg,Medium-Term Pace
2019-07-22,6433.546875,,1,Inflation,ihsg,Medium-Term Pace
2019-07-23,6403.81005859375,,1,Inflation,ihsg,Medium-Term Pace
2019-07-24,6384.98681640625,,1,Inflation,ihsg,Medium-Term Pace
2019-07-25,6401.365234375,,1,Inflation,ihsg,Medium-Term Pace
2019-07-26,6325.23681640625,,1,Inflation,ihsg,Medium-Term Pace
2019-07-29,6299.03515625,,1,Inflation,ihsg,Medium-Term Pace
2019-07-30,6376.99609375,,1,Inflation,ihsg,Medium-Term Pace
2019-07-31,6390.5048828125,,1,Inflation,ihsg,Medium-Term Pace
2019-08-01,6381.5419921875,,1,Inflation,ihsg,Medium-Term Pace
2019-08-02,6340.18017578125,,1,Inflation,ihsg,Medium-Term Pace
2019-08-05,6175.703125,,1,Inflation,ihsg,Medium-Term Pace
2019-08-06,6119.47119140625,,1,Inflation,ihsg,Medium-Term Pace
2019-08-07,6204.19482421875,,1,Inflation,ihsg,Medium-Term Pace
2019-08-08,6274.6708984375,,1,Inflation,ihsg,Medium-Term Pace
2019-08-09,6282.1318359375,,1,Inflation,ihsg,Medium-Term Pace
2019-08-12,6250.59521484375,,1,Inflation,ihsg,Medium-Term Pace
2019-08-13,6210.9619140625,,1,Inflation,ihsg,Medium-Term Pace
2019-08-14,6267.3349609375,,1,Inflation,ihsg,Medium-Term Pace
2019-08-15,6257.5859375,,1,Inflation,ihsg,Medium-Term Pace
2019-08-16,6286.6572265625,,1,Inflation,ihsg,Medium-Term Pace
2019-08-19,6296.71484375,,1,Inflation,ihsg,Medium-Term Pace
2019-08-20,6295.73779296875,,1,Inflation,ihsg,Medium-Term Pace
2019-08-21,6252.966796875,,1,Inflation,ihsg,Medium-Term Pace
2019-08-22,6239.2451171875,,1,Inflation,ihsg,Medium-Term Pace
2019-08-23,6255.59716796875,,1,Inflation,ihsg,Medium-Term Pace
2019-08-26,6214.509765625,,1,Inflation,ihsg,Medium-Term Pace
2019-08-27,6278.1708984375,,1,Inflation,ihsg,Medium-Term Pace
2019-08-28,6281.64599609375,,1,Inflation,ihsg,Medium-Term Pace
2019-08-29,6289.119140625,,1,Inflation,ihsg,Medium-Term Pace
2019-08-30,6328.47021484375,,1,Inflation,ihsg,Medium-Term Pace
2019-09-02,6290.5458984375,,1,Inflation,ihsg,Medium-Term Pace
2019-09-03,6261.58984375,,1,Inflation,ihsg,Medium-Term Pace
2019-09-04,6269.6640625,,1,Inflation,ihsg,Medium-Term Pace
2019-09-05,6306.80322265625,,1,Inflation,ihsg,Medium-Term Pace
2019-09-06,6308.9501953125,,1,Inflation,ihsg,Medium-Term Pace
2019-09-09,6326.212890625,,1,Inflation,ihsg,Medium-Term Pace
2019-09-10,6336.6728515625,,1,Inflation,ihsg,Medium-Term Pace
2019-09-11,6381.9541015625,,1,Inflation,ihsg,Medium-Term Pace
2019-09-12,6342.173828125,,1,Inflation,ihsg,Medium-Term Pace
2019-09-13,6334.8427734375,,1,Inflation,ihsg,Medium-Term Pace
2019-09-16,6219.43505859375,,1,Inflation,ihsg,Medium-Term Pace
2019-09-17,6236.68994140625,,1,Inflation,ihsg,Medium-Term Pace
2019-09-18,6276.6328125,,1,Inflation,ihsg,Medium-Term Pace
2019-09-19,6244.47021484375,,1,Inflation,ihsg,Medium-Term Pace
2019-09-20,6231.47314453125,,1,Inflation,ihsg,Medium-Term Pace
2019-09-23,6206.19921875,,1,Inflation,ihsg,Medium-Term Pace
2019-09-24,6137.60791015625,,1,Inflation,ihsg,Medium-Term Pace
2019-09-25,6146.40380859375,,1,Inflation,ihsg,Medium-Term Pace
2019-09-26,6230.333984375,,1,Inflation,ihsg,Medium-Term Pace
2019-09-27,6196.88916015625,,1,Inflation,ihsg,Medium-Term Pace
2019-09-30,6169.10205078125,,1,Inflation,ihsg,Medium-Term Pace
2019-10-01,6138.25,,1,Inflation,ihsg,Medium-Term Pace
2019-10-02,6055.4248046875,,1,Inflation,ihsg,Medium-Term Pace
2019-10-03,6038.52880859375,,1,Inflation,ihsg,Medium-Term Pace
2019-10-04,6061.251953125,,1,Inflation,ihsg,Medium-Term Pace
2019-10-07,6000.58203125,,1,Inflation,ihsg,Medium-Term Pace
2019-10-08,6039.60107421875,,1,Inflation,ihsg,Medium-Term Pace
2019-10-09,6029.16015625,,1,Inflation,ihsg,Medium-Term Pace
2019-10-10,6023.64111328125,,1,Inflation,ihsg,Medium-Term Pace
2019-10-11,6105.7998046875,,1,Inflation,ihsg,Medium-Term Pace
2019-10-14,6126.876953125,,1,Inflation,ihsg,Medium-Term Pace
2019-10-15,6158.166015625,,1,Inflation,ihsg,Medium-Term Pace
2019-10-16,6169.591796875,,1,Inflation,ihsg,Medium-Term Pace
2019-10-17,6181.01416015625,,1,Inflation,ihsg,Medium-Term Pace
2019-10-18,6191.94677734375,,1,Inflation,ihsg,Medium-Term Pace
2019-10-21,6198.98681640625,,1,Inflation,ihsg,Medium-Term Pace
2019-10-22,6225.4970703125,,1,Inflation,ihsg,Medium-Term Pace
2019-10-23,6257.80615234375,,1,Inflation,ihsg,Medium-Term Pace
2019-10-24,6339.64697265625,,1,Inflation,ihsg,Medium-Term Pace
2019-10-25,6252.34521484375,,1,Inflation,ihsg,Medium-Term Pace
2019-10-28,6265.3837890625,,1,Inflation,ihsg,Medium-Term Pace
2019-10-29,6281.13818359375,,1,Inflation,ihsg,Medium-Term Pace
2019-10-30,6295.7470703125,,1,Inflation,ihsg,Medium-Term Pace
2019-10-31,6228.31689453125,,1,Inflation,ihsg,Medium-Term Pace
2019-11-01,6207.19091796875,,1,Inflation,ihsg,Medium-Term Pace
2019-11-04,6180.34423828125,,1,Inflation,ihsg,Medium-Term Pace
2019-11-05,6264.15185546875,,1,Inflation,ihsg,Medium-Term Pace
2019-11-06,6217.544921875,,1,Inflation,ihsg,Medium-Term Pace
2019-11-07,6165.6240234375,,1,Inflation,ihsg,Medium-Term Pace
2019-11-08,6177.98583984375,,1,Inflation,ihsg,Medium-Term Pace
2019-11-11,6148.740234375,,1,Inflation,ihsg,Medium-Term Pace
2019-11-12,6180.9921875,,1,Inflation,ihsg,Medium-Term Pace
2019-11-13,6142.5009765625,,1,Inflation,ihsg,Medium-Term Pace
2019-11-14,6098.9501953125,,1,Inflation,ihsg,Medium-Term Pace
2019-11-15,6128.34521484375,,1,Inflation,ihsg,Medium-Term Pace
2019-11-18,6122.625,,1,Inflation,ihsg,Medium-Term Pace
2019-11-19,6152.08984375,,1,Inflation,ihsg,Medium-Term Pace
2019-11-20,6155.10888671875,,1,Inflation,ihsg,Medium-Term Pace
2019-11-21,6117.36376953125,,1,Inflation,ihsg,Medium-Term Pace
2019-11-22,6100.2421875,,1,Inflation,ihsg,Medium-Term Pace
2019-11-25,6070.76220703125,,1,Inflation,ihsg,Medium-Term Pace
2019-11-26,6026.18798828125,,1,Inflation,ihsg,Medium-Term Pace
2019-11-27,6023.0390625,,1,Inflation,ihsg,Medium-Term Pace
2019-11-28,5953.06005859375,,1,Inflation,ihsg,Medium-Term Pace
2019-11-29,6011.830078125,,1,Inflation,ihsg,Medium-Term Pace
2019-12-02,6130.05517578125,,1,Inflation,ihsg,Medium-Term Pace
2019-12-03,6133.89599609375,,1,Inflation,ihsg,Medium-Term Pace
2019-12-04,6112.87890625,,1,Inflation,ihsg,Medium-Term Pace
2019-12-05,6152.1171875,,1,Inflation,ihsg,Medium-Term Pace
2019-12-06,6186.8681640625,,1,Inflation,ihsg,Medium-Term Pace
2019-12-09,6193.791015625,,1,Inflation,ihsg,Medium-Term Pace
2019-12-10,6183.5048828125,,1,Inflation,ihsg,Medium-Term Pace
2019-12-11,6180.09912109375,,1,Inflation,ihsg,Medium-Term Pace
2019-12-12,6139.39697265625,,1,Inflation,ihsg,Medium-Term Pace
2019-12-13,6197.31787109375,,1,Inflation,ihsg,Medium-Term Pace
2019-12-16,6211.591796875,,1,Inflation,ihsg,Medium-Term Pace
2019-12-17,6244.35205078125,,1,Inflation,ihsg,Medium-Term Pace
2019-12-18,6287.25,,1,Inflation,ihsg,Medium-Term Pace
2019-12-19,6249.93017578125,,1,Inflation,ihsg,Medium-Term Pace
2019-12-20,6284.3720703125,,1,Inflation,ihsg,Medium-Term Pace
2019-12-23,6305.91015625,,1,Inflation,ihsg,Medium-Term Pace
2019-12-24,6305.91015625,,1,Inflation,ihsg,Medium-Term Pace
2019-12-25,6305.91015625,,1,Inflation,ihsg,Medium-Term Pace
2019-12-26,6319.44287109375,,1,Inflation,ihsg,Medium-Term Pace
2019-12-27,6329.31396484375,,1,Inflation,ihsg,Medium-Term Pace
2019-12-30,6299.5390625,,1,Inflation,ihsg,Medium-Term Pace
2019-12-31,6299.5390625,,1,Inflation,ihsg,Medium-Term Pace
2020-01-01,6299.5390625,,1,Inflation,ihsg,Medium-Term Pace
2020-01-02,6283.5810546875,,1,Inflation,ihsg,Medium-Term Pace
2020-01-03,6323.4658203125,,1,Inflation,ihsg,Medium-Term Pace
2020-01-06,6257.40283203125,,1,Inflation,ihsg,Medium-Term Pace
2020-01-07,6279.34619140625,,1,Inflation,ihsg,Medium-Term Pace
2020-01-08,6225.68603515625,,1,Inflation,ihsg,Medium-Term Pace
2020-01-09,6274.4931640625,,1,Inflation,ihsg,Medium-Term Pace
2020-01-10,6274.94091796875,,1,Inflation,ihsg,Medium-Term Pace
2020-01-13,6296.56689453125,,1,Inflation,ihsg,Medium-Term Pace
2020-01-14,6325.40576171875,,1,Inflation,ihsg,Medium-Term Pace
2020-01-15,6283.365234375,,1,Inflation,ihsg,Medium-Term Pace
2020-01-16,6286.0478515625,,1,Inflation,ihsg,Medium-Term Pace
2020-01-17,6291.6572265625,,1,Inflation,ihsg,Medium-Term Pace
2020-01-20,6245.04296875,,1,Inflation,ihsg,Medium-Term Pace
2020-01-21,6238.15283203125,,1,Inflation,ihsg,Medium-Term Pace
2020-01-22,6233.453125,,1,Inflation,ihsg,Medium-Term Pace
2020-01-23,6249.2099609375,,1,Inflation,ihsg,Medium-Term Pace
2020-01-24,6244.10888671875,,1,Inflation,ihsg,Medium-Term Pace
2020-01-27,6133.2080078125,,1,Inflation,ihsg,Medium-Term Pace
2020-01-28,6111.18408203125,,1,Inflation,ihsg,Medium-Term Pace
2020-01-29,6113.044921875,,1,Inflation,ihsg,Medium-Term Pace
2020-01-30,6057.59619140625,,1,Inflation,ihsg,Medium-Term Pace
2020-01-31,5940.0478515625,,1,Inflation,ihsg,Medium-Term Pace
2020-02-03,5884.169921875,,1,Inflation,ihsg,Medium-Term Pace
2020-02-04,5922.3388671875,,1,Inflation,ihsg,Medium-Term Pace
2020-02-05,5978.509765625,,1,Inflation,ihsg,Medium-Term Pace
2020-02-06,5987.14501953125,,1,Inflation,ihsg,Medium-Term Pace
2020-02-07,5999.60693359375,,1,Inflation,ihsg,Medium-Term Pace
2020-02-10,5952.0830078125,,1,Inflation,ihsg,Medium-Term Pace
2020-02-11,5954.39697265625,,1,Inflation,ihsg,Medium-Term Pace
2020-02-12,5913.0810546875,,1,Inflation,ihsg,Medium-Term Pace
2020-02-13,5871.9541015625,,1,Inflation,ihsg,Medium-Term Pace
2020-02-14,5866.94482421875,,1,Inflation,ihsg,Medium-Term Pace
2020-02-17,5867.52294921875,,1,Inflation,ihsg,Medium-Term Pace
2020-02-18,5886.9619140625,,1,Inflation,ihsg,Medium-Term Pace
2020-02-19,5928.791015625,,1,Inflation,ihsg,Medium-Term Pace
2020-02-20,5942.48681640625,,1,Inflation,ihsg,Medium-Term Pace
2020-02-21,5882.2548828125,,1,Inflation,ihsg,Medium-Term Pace
2020-02-24,5807.0498046875,,1,Inflation,ihsg,Medium-Term Pace
2020-02-25,5787.13818359375,,1,Inflation,ihsg,Medium-Term Pace
2020-02-26,5688.9208984375,,1,Inflation,ihsg,Medium-Term Pace
2020-02-27,5535.69384765625,,1,Inflation,ihsg,Medium-Term Pace
2020-02-28,5452.7041015625,,1,Inflation,ihsg,Medium-Term Pace
2020-03-02,5361.24609375,,1,Inflation,ihsg,Medium-Term Pace
2020-03-03,5518.6279296875,,1,Inflation,ihsg,Medium-Term Pace
2020-03-04,5650.13623046875,,1,Inflation,ihsg,Medium-Term Pace
2020-03-05,5638.1298828125,,1,Inflation,ihsg,Medium-Term Pace
2020-03-06,5498.5400390625,,1,Inflation,ihsg,Medium-Term Pace
2020-03-09,5136.80908203125,,1,Inflation,ihsg,Medium-Term Pace
2020-03-10,5220.826171875,,1,Inflation,ihsg,Medium-Term Pace
2020-03-11,5154.10498046875,,1,Inflation,ihsg,Medium-Term Pace
2020-03-12,4895.748046875,,1,Inflation,ihsg,Medium-Term Pace
2020-03-13,4907.57080078125,,1,Inflation,ihsg,Medium-Term Pace
2020-03-16,4690.6572265625,,1,Inflation,ihsg,Medium-Term Pace
2020-03-17,4456.7490234375,,1,Inflation,ihsg,Medium-Term Pace
2020-03-18,4330.673828125,,1,Inflation,ihsg,Medium-Term Pace
2020-03-19,4105.421875,,1,Inflation,ihsg,Medium-Term Pace
2020-03-20,4194.94384765625,,1,Inflation,ihsg,Medium-Term Pace
2020-03-23,3989.51708984375,,1,Inflation,ihsg,Medium-Term Pace
2020-03-24,3937.632080078125,,1,Inflation,ihsg,Medium-Term Pace
2020-03-25,3937.632080078125,,1,Inflation,ihsg,Medium-Term Pace
2020-03-26,4338.90380859375,,1,Inflation,ihsg,Medium-Term Pace
2020-03-27,4545.57080078125,,1,Inflation,ihsg,Medium-Term Pace
2020-03-30,4414.5,,1,Inflation,ihsg,Medium-Term Pace
2020-03-31,4538.93017578125,,1,Inflation,ihsg,Medium-Term Pace
2020-04-01,4466.037109375,,1,Inflation,ihsg,Medium-Term Pace
2020-04-02,4531.68505859375,,1,Inflation,ihsg,Medium-Term Pace
2020-04-03,4623.42919921875,,1,Inflation,ihsg,Medium-Term Pace
2020-04-06,4811.8271484375,,1,Inflation,ihsg,Medium-Term Pace
2020-04-07,4778.63916015625,,1,Inflation,ihsg,Medium-Term Pace
2020-04-08,4626.69482421875,,1,Inflation,ihsg,Medium-Term Pace
2020-04-09,4649.0791015625,,1,Inflation,ihsg,Medium-Term Pace
2020-04-10,4649.0791015625,,1,Inflation,ihsg,Medium-Term Pace
2020-04-13,4623.89404296875,,1,Inflation,ihsg,Medium-Term Pace
2020-04-14,4706.4912109375,,1,Inflation,ihsg,Medium-Term Pace
2020-04-15,4625.90478515625,,1,Inflation,ihsg,Medium-Term Pace
2020-04-16,4480.60693359375,,1,Inflation,ihsg,Medium-Term Pace
2020-04-17,4634.82080078125,,1,Inflation,ihsg,Medium-Term Pace
2020-04-20,4575.90478515625,,1,Inflation,ihsg,Medium-Term Pace
2020-04-21,4501.9189453125,,1,Inflation,ihsg,Medium-Term Pace
2020-04-22,4567.56201171875,,1,Inflation,ihsg,Medium-Term Pace
2020-04-23,4593.55419921875,,1,Inflation,ihsg,Medium-Term Pace
2020-04-24,4496.06396484375,,1,Inflation,ihsg,Medium-Term Pace
2020-04-27,4513.14111328125,,1,Inflation,ihsg,Medium-Term Pace
2020-04-28,4529.55419921875,,1,Inflation,ihsg,Medium-Term Pace
2020-04-29,4567.3232421875,,1,Inflation,ihsg,Medium-Term Pace
2020-04-30,4716.40283203125,,1,Inflation,ihsg,Medium-Term Pace
2020-05-01,4716.40283203125,,1,Inflation,ihsg,Medium-Term Pace
2020-05-04,4605.48681640625,,1,Inflation,ihsg,Medium-Term Pace
2020-05-05,4630.1328125,,1,Inflation,ihsg,Medium-Term Pace
2020-05-06,4608.7900390625,,1,Inflation,ihsg,Medium-Term Pace
2020-05-07,4608.7900390625,,1,Inflation,ihsg,Medium-Term Pace
2020-05-08,4597.43017578125,,1,Inflation,ihsg,Medium-Term Pace
2020-05-11,4639.10498046875,,1,Inflation,ihsg,Medium-Term Pace
2020-05-12,4588.73388671875,,1,Inflation,ihsg,Medium-Term Pace
2020-05-13,4554.35888671875,,1,Inflation,ihsg,Medium-Term Pace
2020-05-14,4513.833984375,,1,Inflation,ihsg,Medium-Term Pace
2020-05-15,4507.60693359375,,1,Inflation,ihsg,Medium-Term Pace
2020-05-18,4511.05810546875,,1,Inflation,ihsg,Medium-Term Pace
2020-05-19,4548.65576171875,,1,Inflation,ihsg,Medium-Term Pace
2020-05-20,4545.9521484375,,1,Inflation,ihsg,Medium-Term Pace
2020-05-21,4545.9521484375,,1,Inflation,ihsg,Medium-Term Pace
2020-05-22,4545.9521484375,,1,Inflation,ihsg,Medium-Term Pace
2020-05-25,4545.9521484375,,1,Inflation,ihsg,Medium-Term Pace
2020-05-26,4626.798828125,,1,Inflation,ihsg,Medium-Term Pace
2020-05-27,4641.55517578125,,1,Inflation,ihsg,Medium-Term Pace
2020-05-28,4716.18505859375,,1,Inflation,ihsg,Medium-Term Pace
2020-05-29,4753.61181640625,,1,Inflation,ihsg,Medium-Term Pace
2020-06-01,4753.61181640625,,1,Inflation,ihsg,Medium-Term Pace
2020-06-02,4847.5068359375,,1,Inflation,ihsg,Medium-Term Pace
2020-06-03,4941.005859375,,1,Inflation,ihsg,Medium-Term Pace
2020-06-04,4916.7041015625,,1,Inflation,ihsg,Medium-Term Pace
2020-06-05,4947.7822265625,,1,Inflation,ihsg,Medium-Term Pace
2020-06-08,5070.56103515625,,1,Inflation,ihsg,Medium-Term Pace
2020-06-09,5035.05517578125,,1,Inflation,ihsg,Medium-Term Pace
2020-06-10,4920.68212890625,,1,Inflation,ihsg,Medium-Term Pace
2020-06-11,4854.75390625,,1,Inflation,ihsg,Medium-Term Pace
2020-06-12,4880.35888671875,,1,Inflation,ihsg,Medium-Term Pace
2020-06-15,4816.3359375,,1,Inflation,ihsg,Medium-Term Pace
2020-06-16,4986.4580078125,,1,Inflation,ihsg,Medium-Term Pace
2020-06-17,4987.77587890625,,1,Inflation,ihsg,Medium-Term Pace
2020-06-18,4925.248046875,,1,Inflation,ihsg,Medium-Term Pace
2020-06-19,4942.27490234375,,1,Inflation,ihsg,Medium-Term Pace
2020-06-22,4918.8310546875,,1,Inflation,ihsg,Medium-Term Pace
2020-06-23,4879.1328125,,1,Inflation,ihsg,Medium-Term Pace
2020-06-24,4964.73486328125,,1,Inflation,ihsg,Medium-Term Pace
2020-06-25,4896.72998046875,,1,Inflation,ihsg,Medium-Term Pace
2020-06-26,4904.087890625,,1,Inflation,ihsg,Medium-Term Pace
2020-06-29,4901.81787109375,,1,Inflation,ihsg,Medium-Term Pace
2020-06-30,4905.39208984375,,1,Inflation,ihsg,Medium-Term Pace
2020-07-01,4914.38818359375,,1,Inflation,ihsg,Medium-Term Pace
2020-07-02,4966.77978515625,,1,Inflation,ihsg,Medium-Term Pace
2020-07-03,4973.7939453125,,1,Inflation,ihsg,Medium-Term Pace
2020-07-06,4988.8662109375,,1,Inflation,ihsg,Medium-Term Pace
2020-07-07,4987.08203125,,1,Inflation,ihsg,Medium-Term Pace
2020-07-08,5076.173828125,,1,Inflation,ihsg,Medium-Term Pace
2020-07-09,5052.7939453125,,1,Inflation,ihsg,Medium-Term Pace
2020-07-10,5031.255859375,,1,Inflation,ihsg,Medium-Term Pace
2020-07-13,5064.44677734375,,1,Inflation,ihsg,Medium-Term Pace
2020-07-14,5079.1220703125,,1,Inflation,ihsg,Medium-Term Pace
2020-07-15,5075.7978515625,,1,Inflation,ihsg,Medium-Term Pace
2020-07-16,5098.3740234375,,1,Inflation,ihsg,Medium-Term Pace
2020-07-17,5079.5849609375,,1,Inflation,ihsg,Medium-Term Pace
2020-07-20,5051.10595703125,,1,Inflation,ihsg,Medium-Term Pace
2020-07-21,5114.708984375,,1,Inflation,ihsg,Medium-Term Pace
2020-07-22,5110.18701171875,,1,Inflation,ihsg,Medium-Term Pace
